,account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
82,1221,canceled,2014-11-14,2014-11-21,7.0,False,True
83,1211,canceled,2014-11-14,2014-11-15,1.0,False,True
84,1211,canceled,2014-11-15,2015-01-15,61.0,False,True
85,1211,current,2015-03-06,,,False,False
86,1051,canceled,2014-11-14,2014-11-16,2.0,False,True
87,1286,canceled,2014-11-14,2014-11-21,7.0,False,True
88,53,canceled,2014-11-14,2014-12-21,37.0,False,True
89,53,current,2015-05-11,,,False,False
90,895,canceled,2014-11-14,2014-11-19,5.0,False,True
91,895,canceled,2014-11-11,2014-11-11,0.0,False,True
92,283,current,2014-11-15,,,False,False
93,283,canceled,2014-11-13,2014-11-15,2.0,False,True
94,338,canceled,2014-11-15,2015-01-14,60.0,False,True
95,338,canceled,2015-01-14,2015-02-03,20.0,False,True
96,338,canceled,2015-02-03,2015-02-22,19.0,False,True
97,338,current,2015-05-11,,,False,False
98,579,current,2014-11-15,,,False,False
99,903,canceled,2014-11-16,2014-11-21,5.0,False,True
100,627,current,2014-11-16,,,False,False
101,253,canceled,2014-11-16,2015-01-14,59.0,False,True
102,253,current,2015-01-14,,,False,False
103,861,canceled,2014-11-16,2014-11-19,3.0,False,True
104,178,canceled,2014-11-17,2015-05-09,173.0,False,True
105,822,canceled,2014-11-17,2015-01-15,59.0,False,True
106,822,current,2015-07-18,,,False,False
107,96,current,2014-11-17,,,False,False
108,123,canceled,2014-11-10,2015-03-10,120.0,False,True
109,123,canceled,2015-03-10,2015-04-17,38.0,False,True
110,943,canceled,2014-11-10,2014-11-17,7.0,False,True
111,620,current,2014-11-10,,,False,False
112,1204,canceled,2014-11-10,2014-12-17,37.0,False,True
113,195,current,2014-11-10,,,False,False
114,890,canceled,2014-11-10,2014-11-11,1.0,False,True
115,354,current,2014-11-10,,,False,False
116,837,canceled,2014-11-10,2014-11-11,1.0,False,True
117,114,canceled,2014-11-10,2014-11-11,1.0,False,True
118,114,current,2015-05-08,,,False,False
119,810,canceled,2014-11-10,2014-11-13,3.0,False,True
120,394,canceled,2014-11-10,2015-04-17,158.0,False,True
121,1253,canceled,2014-11-10,2015-01-14,65.0,False,True
122,1253,canceled,2015-01-14,2015-01-20,6.0,False,True
123,504,canceled,2014-11-10,2015-06-17,219.0,False,True
124,537,current,2014-11-10,,,False,False
125,72,canceled,2014-11-10,2015-05-17,188.0,False,True
126,268,canceled,2014-11-10,2014-12-17,37.0,False,True
127,268,canceled,2015-04-03,2015-08-10,129.0,False,True
128,339,canceled,2014-11-10,2015-03-10,120.0,False,True
129,339,canceled,2015-04-01,2015-06-17,77.0,False,True
130,339,canceled,2015-03-10,2015-04-01,22.0,False,True
131,1244,canceled,2014-11-10,2015-01-14,65.0,False,True
132,1244,current,2015-03-10,,,False,False
133,1244,canceled,2015-01-14,2015-03-10,55.0,False,True
134,1244,canceled,2015-03-17,2015-04-27,41.0,False,True
135,1244,canceled,2015-05-17,2015-08-17,92.0,False,True
136,752,canceled,2014-11-10,2014-11-19,9.0,False,True
137,194,current,2014-11-10,,,False,False
138,520,canceled,2014-11-10,2015-03-17,127.0,False,True
139,102,current,2014-11-10,,,False,False
140,367,canceled,2014-11-11,2015-04-02,142.0,False,True
141,258,canceled,2014-11-10,2015-07-17,249.0,False,True
142,522,current,2014-11-10,,,False,False
143,1047,canceled,2014-11-10,2014-11-11,1.0,False,True
144,329,canceled,2014-11-10,2015-01-14,65.0,False,True
145,329,canceled,2015-03-10,2015-04-08,29.0,False,True
146,329,current,2015-04-08,,,False,False
147,329,canceled,2015-01-14,2015-02-03,20.0,False,True
148,329,canceled,2015-02-03,2015-03-10,35.0,False,True
149,225,current,2014-11-10,,,False,False
150,612,canceled,2014-11-10,2015-03-10,120.0,False,True
151,612,canceled,2015-03-10,2015-03-17,7.0,False,True
152,150,canceled,2014-11-10,2015-05-17,188.0,False,True
153,179,canceled,2014-11-10,2015-03-17,127.0,False,True
154,595,current,2014-11-10,,,False,False
155,587,canceled,2014-11-10,2015-01-14,65.0,False,True
156,587,canceled,2015-01-14,2015-04-17,93.0,False,True
157,587,current,2015-05-28,,,False,False
158,439,canceled,2014-11-10,2015-03-10,120.0,False,True
159,439,current,2015-03-10,,,False,False
160,428,current,2014-11-10,,,False,False
161,18,canceled,2014-11-10,2015-02-17,99.0,False,True
162,544,canceled,2014-11-10,2015-05-17,188.0,False,True
163,10,current,2014-11-10,,,False,False
164,913,canceled,2014-11-10,2015-01-14,65.0,False,True
165,913,canceled,2015-01-14,2015-02-17,34.0,False,True
166,23,current,2014-11-10,,,False,False
167,576,canceled,2014-11-10,2015-02-17,99.0,False,True
168,431,canceled,2014-11-10,2015-03-17,127.0,False,True
169,223,current,2014-11-10,,,False,False
170,480,canceled,2014-11-10,2015-03-10,120.0,False,True
171,480,canceled,2015-03-10,2015-04-01,22.0,False,True
172,480,current,2015-04-01,,,False,False
173,525,canceled,2014-11-10,2015-07-17,249.0,False,True
174,1111,canceled,2014-11-11,2015-03-10,119.0,False,True
175,1111,canceled,2015-03-10,2015-04-01,22.0,False,True
176,1111,canceled,2015-04-01,2015-04-18,17.0,False,True
177,1107,canceled,2014-11-11,2014-11-19,8.0,False,True
178,577,canceled,2014-11-12,2015-01-19,68.0,False,True
179,577,canceled,2015-02-05,2015-07-12,157.0,False,True
180,92,canceled,2014-11-12,2015-07-19,249.0,False,True
181,335,canceled,2014-11-12,2015-05-19,188.0,False,True
182,275,canceled,2014-11-12,2014-11-16,4.0,False,True
183,275,current,2014-11-16,,,False,False
184,930,canceled,2014-11-13,2014-11-17,4.0,False,True
185,245,current,2014-11-14,,,False,False
186,135,current,2014-11-14,,,False,False
187,37,current,2014-11-14,,,False,False
188,740,canceled,2014-11-14,2014-11-15,1.0,False,True
189,740,canceled,2014-11-11,2014-11-13,2.0,False,True
190,186,current,2014-11-14,,,False,False
191,389,current,2014-11-15,,,False,False
192,389,canceled,2014-11-14,2014-11-15,1.0,False,True
193,1218,canceled,2014-11-15,2014-11-15,0.0,False,True
194,693,canceled,2014-11-15,2015-01-14,60.0,False,True
195,693,canceled,2015-01-14,2015-01-23,9.0,False,True
196,770,canceled,2014-11-15,2014-11-19,4.0,False,True
197,88,canceled,2014-11-15,2015-03-10,115.0,False,True
198,88,current,2015-04-01,,,False,False
199,88,canceled,2015-03-10,2015-04-01,22.0,False,True
200,845,canceled,2014-11-16,2014-11-23,7.0,False,True
201,983,canceled,2014-11-16,2015-01-14,59.0,False,True
202,983,canceled,2015-01-14,2015-01-23,9.0,False,True
203,1118,canceled,2014-11-17,2014-12-24,37.0,False,True
204,1118,canceled,2014-11-12,2014-11-17,5.0,False,True
205,499,canceled,2014-11-17,2014-11-17,0.0,False,True
206,499,canceled,2015-02-06,2015-05-13,96.0,False,True
207,590,canceled,2014-12-03,2015-02-03,62.0,False,True
208,590,current,2015-05-11,,,False,False
209,590,canceled,2015-02-03,2015-03-10,35.0,False,True
210,264,canceled,2014-12-03,2015-02-03,62.0,False,True
211,264,canceled,2015-02-03,2015-02-25,22.0,False,True
212,300,current,2014-12-03,,,False,False
213,54,current,2014-12-03,,,False,False
214,1043,canceled,2014-12-03,2014-12-04,1.0,False,True
215,1130,canceled,2014-12-03,2015-01-25,53.0,False,True
216,654,canceled,2014-12-04,2014-12-04,0.0,False,True
217,654,canceled,2014-12-04,2014-12-04,0.0,False,True
218,654,canceled,2014-12-03,2014-12-03,0.0,False,True
219,736,canceled,2014-12-04,2015-03-11,97.0,False,True
220,964,canceled,2014-12-04,2014-12-04,0.0,False,True
221,976,canceled,2014-12-04,2015-01-11,38.0,False,True
222,1203,canceled,2014-12-04,2014-12-09,5.0,False,True
223,278,current,2014-12-04,,,False,False
224,377,current,2014-12-05,,,False,False
225,342,current,2014-12-05,,,False,False
226,358,current,2014-12-05,,,False,False
227,316,canceled,2014-12-06,2015-06-13,189.0,False,True
228,347,canceled,2014-12-07,2015-03-14,97.0,False,True
229,347,current,2015-04-05,,,False,False
230,295,canceled,2014-12-07,2014-12-07,0.0,False,True
231,295,current,2015-04-03,,,False,False
232,343,canceled,2014-12-07,2015-03-14,97.0,False,True
233,1127,canceled,2014-12-07,2014-12-08,1.0,False,True
234,1076,canceled,2014-12-08,2014-12-12,4.0,False,True
235,502,current,2014-12-08,,,False,False
236,502,canceled,2014-11-15,2014-11-21,6.0,False,True
237,1223,canceled,2014-12-08,2014-12-13,5.0,False,True
238,221,canceled,2014-12-03,2015-02-10,69.0,False,True
239,631,canceled,2014-12-03,2014-12-08,5.0,False,True
240,631,canceled,2015-05-08,2015-07-15,68.0,False,True
241,495,current,2014-12-04,,,False,False
242,495,canceled,2014-11-12,2014-11-17,5.0,False,True
243,1009,canceled,2014-12-05,2015-02-12,69.0,False,True
244,364,current,2014-12-05,,,False,False
245,1252,canceled,2014-12-05,2014-12-11,6.0,False,True
246,909,canceled,2014-12-05,2014-12-28,23.0,False,True
247,1156,canceled,2014-12-06,2014-12-08,2.0,False,True
248,524,canceled,2014-12-06,2015-02-03,59.0,False,True
249,524,current,2015-03-04,,,False,False
250,560,current,2014-12-06,,,False,False
251,570,current,2014-12-07,,,False,False
252,581,current,2014-12-07,,,False,False
253,759,canceled,2014-12-08,2015-02-03,57.0,False,True
254,759,canceled,2015-04-08,2015-04-15,7.0,False,True
255,759,canceled,2015-02-03,2015-04-08,64.0,False,True
256,896,canceled,2014-12-08,2015-02-03,57.0,False,True
257,896,canceled,2015-03-10,2015-04-08,29.0,False,True
258,896,canceled,2015-02-03,2015-03-10,35.0,False,True
259,896,current,2015-04-08,,,False,False
260,346,current,2014-12-08,,,False,False
261,346,canceled,2014-12-05,2014-12-05,0.0,False,True
262,411,canceled,2014-12-08,2015-02-03,57.0,False,True
263,411,canceled,2015-03-10,2015-04-08,29.0,False,True
264,411,canceled,2015-02-03,2015-03-10,35.0,False,True
265,411,canceled,2015-04-08,2015-06-15,68.0,False,True
266,705,canceled,2014-12-08,2014-12-14,6.0,False,True
267,705,canceled,2015-04-08,2015-04-28,20.0,False,True
268,776,canceled,2014-12-08,2015-02-03,57.0,False,True
269,557,canceled,2014-12-08,2015-02-03,57.0,False,True
270,557,current,2015-03-10,,,False,False
271,557,canceled,2015-02-03,2015-03-10,35.0,False,True
272,1234,canceled,2014-12-09,2014-12-14,5.0,False,True
273,634,canceled,2014-12-09,2015-06-16,189.0,False,True
274,1124,canceled,2014-12-09,2015-02-03,56.0,False,True
275,1124,current,2015-04-08,,,False,False
276,1124,canceled,2015-02-03,2015-04-08,64.0,False,True
277,932,canceled,2014-12-09,2015-01-16,38.0,False,True
278,817,canceled,2014-12-09,2014-12-09,0.0,False,True
279,169,canceled,2014-12-09,2014-12-14,5.0,False,True
280,169,canceled,2015-02-05,2015-08-12,188.0,False,True
281,350,current,2015-01-07,,,False,False
282,345,current,2015-01-07,,,False,False
283,1171,canceled,2015-01-07,2015-01-07,0.0,False,True
284,530,current,2015-01-07,,,False,False
285,383,current,2015-01-07,,,False,False
286,1271,canceled,2015-01-07,2015-01-13,6.0,False,True
287,229,canceled,2015-01-07,2015-06-14,158.0,False,True
288,876,canceled,2015-01-08,2015-01-11,3.0,False,True
289,622,canceled,2015-01-08,2015-06-15,158.0,False,True
290,1065,canceled,2015-01-08,2015-01-11,3.0,False,True
291,884,canceled,2015-01-08,2015-01-08,0.0,False,True
292,730,canceled,2015-01-08,2015-01-30,22.0,False,True
293,905,canceled,2015-01-08,2015-03-15,66.0,False,True
294,356,current,2015-01-09,,,False,False
295,1164,canceled,2015-01-09,2015-01-14,5.0,False,True
296,170,canceled,2015-01-09,2015-08-16,219.0,False,True
297,467,canceled,2015-01-10,2015-07-02,173.0,False,True
298,780,canceled,2015-01-11,2015-02-18,38.0,False,True
299,418,canceled,2015-01-11,2015-07-18,188.0,False,True
300,1074,canceled,2015-01-11,2015-03-10,58.0,False,True
301,1074,canceled,2015-03-10,2015-04-18,39.0,False,True
302,859,canceled,2015-01-11,2015-02-18,38.0,False,True
303,859,canceled,2014-11-15,2014-11-22,7.0,False,True
304,91,canceled,2014-11-10,2015-03-10,120.0,False,True
305,91,current,2015-03-10,,,False,False
306,12,current,2014-11-10,,,False,False
307,3,canceled,2014-11-10,2015-03-10,120.0,False,True
308,3,current,2015-03-10,,,False,False
309,157,canceled,2014-11-10,2015-03-10,120.0,False,True
310,157,canceled,2015-03-10,2015-07-17,129.0,False,True
311,224,current,2014-11-10,,,False,False
312,562,current,2014-11-10,,,False,False
313,1098,current,2014-11-10,,,False,False
314,378,canceled,2014-11-10,2015-03-10,120.0,False,True
315,378,canceled,2015-03-10,2015-04-17,38.0,False,True
316,1214,canceled,2014-11-10,2015-01-15,66.0,False,True
317,483,canceled,2014-11-10,2015-04-20,161.0,False,True
318,1094,canceled,2014-11-10,2014-12-17,37.0,False,True
319,882,canceled,2014-11-10,2014-12-17,37.0,False,True
320,412,canceled,2014-11-10,2015-03-10,120.0,False,True
321,412,current,2015-04-01,,,False,False
322,412,canceled,2015-03-10,2015-04-01,22.0,False,True
323,390,current,2014-11-10,,,False,False
324,366,canceled,2014-11-10,2015-03-10,120.0,False,True
325,366,canceled,2015-04-01,2015-04-17,16.0,False,True
326,366,canceled,2015-03-10,2015-04-01,22.0,False,True
327,81,current,2014-11-10,,,False,False
328,696,canceled,2014-11-10,2015-01-14,65.0,False,True
329,696,canceled,2015-01-14,2015-01-20,6.0,False,True
330,892,canceled,2014-11-10,2014-11-12,2.0,False,True
331,1142,canceled,2014-11-10,2015-01-14,65.0,False,True
332,1142,canceled,2015-03-10,2015-07-17,129.0,False,True
333,1142,canceled,2015-01-14,2015-03-10,55.0,False,True
334,234,current,2014-11-11,,,False,False
335,148,canceled,2014-11-11,2015-03-10,119.0,False,True
336,148,canceled,2015-04-01,2015-04-18,17.0,False,True
337,148,canceled,2015-03-10,2015-04-01,22.0,False,True
338,630,canceled,2014-11-11,2015-03-18,127.0,False,True
339,1083,canceled,2014-11-11,2014-11-12,1.0,False,True
340,1011,canceled,2014-11-11,2014-11-12,1.0,False,True
341,1011,canceled,2015-04-08,2015-05-15,37.0,False,True
342,1114,canceled,2014-11-12,2014-11-18,6.0,False,True
343,161,canceled,2014-11-12,2015-05-19,188.0,False,True
344,441,canceled,2014-11-12,2015-06-19,219.0,False,True
345,712,canceled,2014-11-13,2015-03-20,127.0,False,True
346,273,current,2014-11-14,,,False,False
347,76,canceled,2014-11-14,2014-11-15,1.0,False,True
348,76,current,2015-01-15,,,False,False
349,76,canceled,2014-11-15,2015-01-15,61.0,False,True
350,938,canceled,2014-11-14,2015-01-16,63.0,False,True
351,131,current,2014-11-14,,,False,False
352,231,current,2014-11-14,,,False,False
353,1085,canceled,2014-11-14,2014-11-18,4.0,False,True
354,327,current,2014-11-14,,,False,False
355,829,canceled,2014-11-15,2014-12-22,37.0,False,True
356,829,canceled,2014-11-14,2014-11-15,1.0,False,True
357,203,canceled,2014-11-15,2014-11-21,6.0,False,True
358,203,canceled,2015-05-12,2015-07-19,68.0,False,True
359,277,current,2014-11-15,,,False,False
360,280,current,2014-11-15,,,False,False
361,308,current,2014-11-16,,,False,False
362,1239,canceled,2014-11-17,2014-11-19,2.0,False,True
363,1230,canceled,2014-11-17,2014-11-19,2.0,False,True
364,875,canceled,2014-11-17,2014-11-17,0.0,False,True
365,202,current,2014-12-03,,,False,False
366,563,canceled,2014-12-03,2015-07-10,219.0,False,True
367,1167,canceled,2014-12-03,2015-01-10,38.0,False,True
368,643,canceled,2014-12-03,2015-02-03,62.0,False,True
369,643,canceled,2015-03-10,2015-04-08,29.0,False,True
370,643,current,2015-04-18,,,False,False
371,643,canceled,2015-04-08,2015-04-18,10.0,False,True
372,643,canceled,2015-02-03,2015-03-10,35.0,False,True
373,110,canceled,2014-12-03,2015-05-10,158.0,False,True
374,244,current,2014-12-04,,,False,False
375,1289,canceled,2014-12-04,2015-02-03,61.0,False,True
376,1120,canceled,2014-12-04,2014-12-04,0.0,False,True
377,500,canceled,2014-12-05,2015-02-03,60.0,False,True
378,500,canceled,2014-11-12,2014-11-17,5.0,False,True
379,500,current,2015-02-03,,,False,False
380,728,canceled,2014-12-05,2014-12-05,0.0,False,True
381,209,current,2014-12-05,,,False,False
382,292,current,2014-12-05,,,False,False
383,546,current,2014-12-05,,,False,False
384,1160,canceled,2014-12-05,2015-01-12,38.0,False,True
385,64,canceled,2014-12-06,2015-04-13,128.0,False,True
386,637,canceled,2014-12-06,2014-12-10,4.0,False,True
387,637,canceled,2015-03-10,2015-04-14,35.0,False,True
388,637,canceled,2015-05-06,2015-08-13,99.0,False,True
389,637,canceled,2015-01-07,2015-03-10,62.0,False,True
390,52,canceled,2014-12-07,2015-03-14,97.0,False,True
391,747,canceled,2014-12-07,2014-12-13,6.0,False,True
392,747,current,2015-04-02,,,False,False
393,450,current,2014-12-07,,,False,False
394,111,canceled,2014-12-07,2015-03-01,84.0,False,True
395,583,canceled,2014-12-08,2015-05-15,158.0,False,True
396,461,current,2014-12-08,,,False,False
397,1199,canceled,2014-12-08,2015-01-15,38.0,False,True
398,743,canceled,2014-12-09,2015-01-16,38.0,False,True
399,474,canceled,2014-12-09,2015-03-16,97.0,False,True
400,960,canceled,2014-12-09,2014-12-15,6.0,False,True
401,667,canceled,2014-12-09,2015-01-16,38.0,False,True
402,1095,canceled,2014-12-09,2014-12-13,4.0,False,True
403,1095,canceled,2015-06-06,2015-08-13,68.0,False,True
404,79,canceled,2014-12-09,2015-07-16,219.0,False,True
405,691,canceled,2015-01-07,2015-01-10,3.0,False,True
406,66,current,2015-01-07,,,False,False
407,197,canceled,2015-01-07,2015-06-14,158.0,False,True
408,67,canceled,2015-01-07,2015-03-14,66.0,False,True
409,678,canceled,2015-01-08,2015-02-15,38.0,False,True
410,873,canceled,2015-01-08,2015-01-30,22.0,False,True
411,623,canceled,2015-01-08,2015-04-15,97.0,False,True
412,623,canceled,2014-12-07,2014-12-14,7.0,False,True
413,791,current,2015-01-08,,,False,False
414,507,canceled,2015-01-09,2015-03-10,60.0,False,True
415,507,current,2015-03-10,,,False,False
416,488,current,2015-01-09,,,False,False
417,488,canceled,2014-11-15,2014-11-20,5.0,False,True
418,270,canceled,2015-01-09,2015-05-31,142.0,False,True
419,362,canceled,2015-01-09,2015-02-05,27.0,False,True
420,362,canceled,2015-02-05,2015-04-16,70.0,False,True
421,263,canceled,2015-01-10,2015-04-17,97.0,False,True
422,263,current,2015-08-12,,,False,False
423,263,canceled,2015-06-01,2015-07-08,37.0,False,True
424,965,canceled,2015-01-10,2015-04-17,97.0,False,True
425,761,canceled,2015-01-11,2015-02-18,38.0,False,True
426,1191,canceled,2015-01-11,2015-01-11,0.0,False,True
427,598,current,2015-01-12,,,False,False
428,785,canceled,2015-01-12,2015-03-10,57.0,False,True
429,785,canceled,2015-04-08,2015-05-19,41.0,False,True
430,785,canceled,2015-03-10,2015-04-08,29.0,False,True
431,989,canceled,2015-01-12,2015-02-18,37.0,False,True
432,989,canceled,2015-04-08,2015-06-19,72.0,False,True
433,989,canceled,2015-02-18,2015-04-08,49.0,False,True
434,28,current,2015-01-12,,,False,False
435,1293,canceled,2014-12-08,2014-12-10,2.0,False,True
436,166,current,2014-12-08,,,False,False
437,682,canceled,2014-12-08,2014-12-15,7.0,False,True
438,682,canceled,2014-12-07,2014-12-07,0.0,False,True
439,682,canceled,2015-04-08,2015-05-15,37.0,False,True
440,1295,canceled,2014-12-09,2014-12-15,6.0,False,True
441,1295,canceled,2015-07-17,2015-07-22,5.0,False,True
442,695,canceled,2014-12-09,2014-12-15,6.0,False,True
443,671,canceled,2014-12-09,2015-02-03,56.0,False,True
444,907,canceled,2014-12-09,2014-12-15,6.0,False,True
445,1121,canceled,2014-12-29,2015-01-12,14.0,False,True
446,1121,canceled,2014-11-11,2014-12-29,48.0,False,True
447,1121,canceled,2015-01-12,2015-02-18,37.0,False,True
448,966,canceled,2015-01-07,2015-03-10,62.0,False,True
449,966,current,2015-03-10,,,False,False
450,442,canceled,2015-01-07,2015-03-10,62.0,False,True
451,442,current,2015-03-10,,,False,False
452,442,canceled,2015-03-15,2015-04-27,43.0,False,True
453,442,current,2015-05-14,,,False,False
454,5,canceled,2015-01-07,2015-04-16,99.0,False,True
455,5,canceled,2015-01-07,2015-01-07,0.0,False,True
456,1283,canceled,2015-01-07,2015-01-10,3.0,False,True
457,592,current,2015-01-07,,,False,False
458,1137,canceled,2015-01-08,2015-01-10,2.0,False,True
459,34,canceled,2015-01-08,2015-02-03,26.0,False,True
460,34,canceled,2014-11-16,2015-01-08,53.0,False,True
461,34,current,2015-02-03,,,False,False
462,824,canceled,2015-01-09,2015-01-31,22.0,False,True
463,824,canceled,2015-02-10,2015-03-04,22.0,False,True
464,0,current,2015-01-09,,,False,False
465,688,canceled,2015-01-09,2015-01-11,2.0,False,True
466,527,current,2015-01-09,,,False,False
467,1304,canceled,2015-01-10,2015-03-10,59.0,True,True
468,1304,canceled,2015-03-10,2015-06-17,99.0,True,True
469,1060,canceled,2015-01-11,2015-02-18,38.0,False,True
470,1010,canceled,2015-01-11,2015-01-11,0.0,False,True
471,745,canceled,2014-11-11,2014-11-13,2.0,False,True
472,227,canceled,2014-11-12,2014-12-19,37.0,False,True
473,227,current,2015-04-08,,,False,False
474,929,canceled,2014-11-12,2014-11-17,5.0,False,True
475,841,canceled,2014-11-12,2014-11-12,0.0,False,True
476,599,canceled,2014-11-12,2015-01-14,63.0,False,True
477,599,canceled,2015-01-14,2015-01-22,8.0,False,True
478,599,current,2015-04-02,,,False,False
479,181,canceled,2014-11-13,2015-03-10,117.0,False,True
480,181,current,2015-03-10,,,False,False
481,1035,canceled,2014-11-13,2014-11-13,0.0,False,True
482,1035,canceled,2015-02-06,2015-02-09,3.0,False,True
483,639,canceled,2014-11-13,2015-03-20,127.0,False,True
484,126,current,2014-11-14,,,False,False
485,254,current,2014-11-14,,,False,False
486,1303,canceled,2014-11-14,2015-01-14,61.0,False,True
487,1303,canceled,2015-03-10,2015-04-08,29.0,False,True
488,1303,canceled,2015-04-08,2015-04-21,13.0,False,True
489,1303,canceled,2015-01-14,2015-02-03,20.0,False,True
490,1303,canceled,2015-02-03,2015-03-10,35.0,False,True
491,969,canceled,2014-11-14,2014-12-22,38.0,False,True
492,869,canceled,2014-11-14,2014-11-21,7.0,False,True
493,972,canceled,2014-11-15,2015-01-14,60.0,False,True
494,972,canceled,2015-01-14,2015-03-10,55.0,False,True
495,972,canceled,2015-03-10,2015-03-22,12.0,False,True
496,334,canceled,2014-11-16,2015-03-10,114.0,False,True
497,334,current,2015-03-10,,,False,False
498,469,current,2014-11-16,,,False,False
499,684,canceled,2014-11-16,2014-11-21,5.0,False,True
500,1012,canceled,2014-11-17,2014-11-21,4.0,False,True
501,33,current,2015-01-12,,,False,False
502,250,current,2015-01-12,,,False,False
503,1109,canceled,2015-01-12,2015-01-16,4.0,False,True
504,486,current,2015-01-12,,,False,False
505,862,canceled,2015-01-12,2015-01-18,6.0,False,True
506,567,current,2015-01-12,,,False,False
507,371,current,2015-01-13,,,False,False
508,765,canceled,2015-01-13,2015-01-18,5.0,False,True
509,1277,canceled,2015-01-14,2015-01-22,8.0,False,True
510,1277,canceled,2014-11-14,2015-01-14,61.0,False,True
