,creation_date,completion_date,assigned_rating,account_key,lesson_key,processing_state
240,2015-03-06,2015-03-19,DISTINCTION,258,3168208620,EVALUATED
241,2015-05-04,2015-05-06,INCOMPLETE,258,3165188753,EVALUATED
242,2015-01-12,2015-01-22,PASSED,258,3176718735,EVALUATED
243,2015-06-12,2015-06-19,PASSED,258,3184238632,EVALUATED
244,2015-06-10,2015-06-12,INCOMPLETE,258,3184238632,EVALUATED
245,2015-05-31,2015-06-01,INCOMPLETE,258,3174288624,EVALUATED
246,2015-03-30,2015-04-14,INCOMPLETE,413,3176718735,EVALUATED
247,2015-05-01,2015-05-02,PASSED,413,3176718735,EVALUATED
248,2015-04-23,2015-04-29,INCOMPLETE,413,3176718735,EVALUATED
249,2015-08-05,2015-08-05,INCOMPLETE,652,3165188753,EVALUATED
250,2015-08-23,2015-08-23,PASSED,652,3165188753,EVALUATED
251,2015-08-03,2015-08-04,INCOMPLETE,652,3165188753,EVALUATED
252,2015-08-07,2015-08-07,INCOMPLETE,652,3165188753,EVALUATED
253,2015-05-03,2015-05-03,INCOMPLETE,652,3176718735,EVALUATED
254,2015-03-22,2015-04-03,PASSED,652,3168208620,EVALUATED
255,2015-05-05,2015-05-05,PASSED,652,3176718735,EVALUATED
256,2015-01-22,2015-01-31,PASSED,412,3176718735,EVALUATED
257,2015-01-04,2015-01-13,INCOMPLETE,412,3176718735,EVALUATED
258,2015-07-02,2015-07-02,PASSED,647,3176718735,EVALUATED
259,2015-01-31,2015-02-14,PASSED,474,3184238632,EVALUATED
260,2015-01-30,2015-02-13,PASSED,474,3174288624,EVALUATED
261,2015-01-21,2015-02-02,PASSED,474,3168208620,EVALUATED
262,2015-01-26,2015-02-10,PASSED,474,3165188753,EVALUATED
263,2015-02-12,,,474,3562208770,CREATED
264,2015-01-14,2015-01-28,PASSED,474,3176718735,EVALUATED
265,2015-05-01,2015-05-01,PASSED,150,3184238632,EVALUATED
266,2015-03-10,2015-03-12,PASSED,150,3165188753,EVALUATED
267,2015-03-30,2015-04-14,INCOMPLETE,150,3174288624,EVALUATED
268,2015-02-23,2015-03-01,INCOMPLETE,150,3165188753,EVALUATED
269,2015-01-21,2015-02-03,PASSED,150,3168208620,EVALUATED
270,2015-04-30,2015-05-01,INCOMPLETE,150,3184238632,EVALUATED
271,2015-04-15,2015-04-15,PASSED,150,3174288624,EVALUATED
272,2015-04-27,2015-04-29,INCOMPLETE,150,3184238632,EVALUATED
273,2014-12-15,2014-12-23,PASSED,150,3176718735,EVALUATED
274,2015-05-02,2015-05-02,INCOMPLETE,138,3176718735,EVALUATED
275,2015-04-28,2015-04-30,INCOMPLETE,138,3176718735,EVALUATED
276,2015-05-03,2015-05-03,PASSED,138,3176718735,EVALUATED
277,2014-12-10,2014-12-24,INCOMPLETE,198,3176718735,EVALUATED
278,2015-01-30,2015-02-10,PASSED,198,3168208620,EVALUATED
279,2015-06-17,2015-06-22,PASSED,198,3174288624,EVALUATED
280,2015-04-20,2015-04-20,PASSED,198,3165188753,EVALUATED
281,2015-01-04,2015-01-07,PASSED,198,3176718735,EVALUATED
282,2015-05-04,2015-05-06,INCOMPLETE,309,3165188753,EVALUATED
283,2015-06-21,2015-06-21,PASSED,309,3165188753,EVALUATED
284,2015-06-15,2015-06-17,INCOMPLETE,309,3165188753,EVALUATED
285,2015-03-09,2015-03-24,PASSED,309,3168208620,EVALUATED
286,2015-01-12,2015-01-27,PASSED,309,3176718735,EVALUATED
287,2015-08-18,2015-08-18,INCOMPLETE,984,4576183932,EVALUATED
288,2015-08-18,2015-08-18,PASSED,984,4576183932,EVALUATED
289,2015-08-17,2015-08-17,INCOMPLETE,984,4576183932,EVALUATED
290,2014-11-28,2014-12-01,PASSED,601,3176718735,EVALUATED
291,2015-05-31,2015-06-01,INCOMPLETE,606,3176718735,EVALUATED
292,2015-06-01,2015-06-01,PASSED,606,3176718735,EVALUATED
293,2015-05-30,2015-05-30,INCOMPLETE,606,3176718735,EVALUATED
294,2015-05-31,2015-05-31,INCOMPLETE,606,3176718735,EVALUATED
295,2015-04-29,2015-04-29,INCOMPLETE,230,3165188753,EVALUATED
296,2015-07-28,2015-07-29,INCOMPLETE,230,3174288624,EVALUATED
297,2015-02-26,2015-03-10,PASSED,230,3168208620,EVALUATED
298,2015-07-29,2015-08-02,INCOMPLETE,230,3174288624,EVALUATED
299,2015-04-30,2015-04-30,PASSED,230,3165188753,EVALUATED
300,2014-12-14,2014-12-30,PASSED,230,3176718735,EVALUATED
301,2015-05-31,2015-05-31,INCOMPLETE,632,3176718735,EVALUATED
302,2015-07-20,2015-07-20,PASSED,632,3168208620,EVALUATED
303,2015-06-05,2015-06-09,PASSED,632,3176718735,EVALUATED
304,2015-07-17,2015-07-18,INCOMPLETE,83,4582204201,EVALUATED
305,2015-07-16,2015-07-16,PASSED,83,4576183932,EVALUATED
306,2015-08-26,2015-08-26,INCOMPLETE,83,3168208620,EVALUATED
307,2015-08-04,2015-08-04,PASSED,83,3176718735,EVALUATED
308,2015-07-20,2015-07-20,PASSED,83,4582204201,EVALUATED
309,2015-08-26,2015-08-26,PASSED,83,3168208620,EVALUATED
310,2015-07-15,2015-07-16,INCOMPLETE,83,3176718735,EVALUATED
311,2015-04-30,2015-05-04,PASSED,195,3165188753,EVALUATED
312,2015-04-21,2015-04-22,INCOMPLETE,195,3165188753,EVALUATED
313,2015-04-10,2015-04-11,INCOMPLETE,195,3165188753,EVALUATED
314,2015-03-26,2015-04-09,PASSED,195,3168208620,EVALUATED
315,2014-12-17,2014-12-18,PASSED,195,3176718735,EVALUATED
316,2015-01-14,2015-01-30,INCOMPLETE,195,3174288624,EVALUATED
317,2015-03-22,2015-04-06,INCOMPLETE,195,3165188753,EVALUATED
318,2015-02-03,2015-02-18,UNGRADED,195,3174288624,EVALUATED
319,2015-03-03,2015-03-13,INCOMPLETE,195,3168208620,EVALUATED
320,2015-02-20,2015-03-05,PASSED,195,3174288624,EVALUATED
321,2015-04-30,2015-04-30,INCOMPLETE,69,3176718735,EVALUATED
322,2015-02-08,2015-02-18,INCOMPLETE,69,3176718735,EVALUATED
323,2015-01-12,2015-01-24,INCOMPLETE,69,3176718735,EVALUATED
324,2015-05-04,2015-05-05,INCOMPLETE,69,3176718735,EVALUATED
325,2015-05-06,2015-05-06,PASSED,69,3176718735,EVALUATED
326,2015-04-30,2015-05-04,INCOMPLETE,69,3176718735,EVALUATED
327,2015-06-03,2015-06-03,PASSED,361,3168208620,EVALUATED
328,2015-05-18,2015-05-21,INCOMPLETE,361,3176718735,EVALUATED
329,2015-06-07,2015-06-08,INCOMPLETE,361,3165188753,EVALUATED
330,2015-05-22,2015-05-23,INCOMPLETE,361,3176718735,EVALUATED
331,2015-06-03,2015-06-03,INCOMPLETE,361,3168208620,EVALUATED
332,2015-05-23,2015-05-23,PASSED,361,3176718735,EVALUATED
333,2015-07-05,2015-07-06,PASSED,533,3176718735,EVALUATED
334,2015-08-12,2015-08-12,INCOMPLETE,533,3168208620,EVALUATED
335,2015-06-29,2015-06-29,INCOMPLETE,533,3176718735,EVALUATED
336,2015-08-14,2015-08-14,PASSED,533,3168208620,EVALUATED
337,2015-07-03,2015-07-04,INCOMPLETE,533,3176718735,EVALUATED
338,2015-08-06,2015-08-06,PASSED,321,3176718735,EVALUATED
339,2015-06-29,2015-06-30,PASSED,321,3168208620,EVALUATED
340,2015-08-06,2015-08-06,INCOMPLETE,321,3176718735,EVALUATED
341,2015-08-06,2015-08-06,PASSED,321,4576183932,EVALUATED
342,2015-03-04,2015-03-17,INCOMPLETE,321,3176718735,EVALUATED
343,2015-01-06,2015-01-21,INCOMPLETE,321,3176718735,EVALUATED
344,2015-07-27,2015-07-28,PASSED,7,3176718735,EVALUATED
345,2015-07-27,2015-07-27,INCOMPLETE,7,3176718735,EVALUATED
346,2015-07-07,2015-07-07,INCOMPLETE,7,3176718735,EVALUATED
347,2015-04-05,2015-04-05,INCOMPLETE,523,3176718735,EVALUATED
348,2015-04-05,2015-04-05,INCOMPLETE,523,3176718735,EVALUATED
349,2015-08-10,2015-08-10,PASSED,523,3168208620,EVALUATED
350,2015-08-17,2015-08-17,PASSED,523,4576183932,EVALUATED
351,2015-04-06,2015-04-13,PASSED,523,3176718735,EVALUATED
352,2015-08-17,2015-08-17,INCOMPLETE,523,4576183932,EVALUATED
353,2015-08-10,2015-08-10,INCOMPLETE,523,3168208620,EVALUATED
354,2015-07-21,2015-07-22,INCOMPLETE,501,4582204201,EVALUATED
355,2015-07-28,2015-07-28,INCOMPLETE,501,3176718735,EVALUATED
356,2015-07-28,2015-07-28,PASSED,501,3176718735,EVALUATED
357,2015-07-21,2015-07-21,INCOMPLETE,501,4582204201,EVALUATED
358,2015-07-15,2015-07-15,PASSED,501,4576183932,EVALUATED
359,2015-07-22,2015-07-22,PASSED,501,4582204201,EVALUATED
360,2015-08-20,2015-08-20,INCOMPLETE,501,3168208620,EVALUATED
361,2015-08-21,2015-08-21,PASSED,501,3168208620,EVALUATED
362,2015-07-24,2015-07-24,INCOMPLETE,501,3176718735,EVALUATED
363,2015-08-24,2015-08-24,PASSED,68,3168208620,EVALUATED
364,2015-07-21,2015-07-21,PASSED,68,4582204201,EVALUATED
365,2015-07-20,2015-07-21,PASSED,68,4576183932,EVALUATED
366,2015-07-27,2015-07-27,PASSED,68,3176718735,EVALUATED
367,2015-08-06,2015-08-06,PASSED,517,4576183932,EVALUATED
368,2015-08-08,2015-08-08,INCOMPLETE,517,4582204201,EVALUATED
369,2015-06-16,2015-06-16,PASSED,517,3168208620,EVALUATED
370,2015-06-02,2015-06-02,PASSED,517,3176718735,EVALUATED
371,2015-03-20,2015-04-01,INCOMPLETE,517,3176718735,EVALUATED
372,2015-04-30,2015-05-01,PASSED,544,3184238632,EVALUATED
373,2015-04-25,2015-04-27,INCOMPLETE,544,3184238632,EVALUATED
374,2015-01-04,2015-01-17,PASSED,544,3168208620,EVALUATED
375,2014-12-12,2014-12-25,INCOMPLETE,544,3176718735,EVALUATED
